2400,22,vm-914,14,3,39.5,8.4,5.5,10.1,6.2,1.1,7.1,10.5,3.9,3.1,9.6,9.2,8.9,8.7,2019-09-20 00:16:00
2400,22,vm-914,10,3,49.2,10.4,9.0,7.3,5.4,5.8,1.9,4.5,3.8,3.5,7.8,4.4,1.2,7.0,2019-09-20 00:17:00
7363,22,vm-914,14,0,48.3,2.9,10.9,10.1,0.1,4.2,7.9,5.2,1.5,3.2,6.6,0.1,1.0,6.9,2019-09-20 00:18:00
2400,22,vm-914,4,4,43.0,7.5,3.3,7.8,7.3,2.8,8.6,0.2,3.9,1.6,8.4,9.1,9.5,4.8,2019-09-20 00:19:00
2400,22,vm-914,5,5,36.6,0.6,4.3,9.9,3.1,8.8,6.9,3.2,0.8,7.5,0.6,7.2,1.2,6.1,2019-09-20 00:20:00
7361,22,vm-914,20,5,52.0,4.5,3.7,4.6,6.0,9.0,2.2,3.6,9.4,4.5,0.6,2.4,8.9,4.9,2019-09-20 00:21:00
2400,22,vm-914,4,3,38.9,1.4,5.3,6.8,4.4,8.1,7.0,8.2,6.2,9.9,10.5,10.0,5.0,9.7,2019-09-20 00:22:00
2400,22,vm-914,4,5,43.6,3.5,5.6,4.9,9.4,0.8,0.4,7.2,3.6,3.7,6.1,7.7,2.5,4.7,2019-09-20 00:23:00
7361,22,vm-914,13,1,49.3,8.4,8.4,3.7,2.3,9.2,4.8,3.1,5.3,1.9,2.3,2.7,0.0,6.5,2019-09-20 00:24:00
7361,22,vm-914,19,6,60.6,8.9,0.9,5.9,9.2,1.1,4.1,4.2,7.7,9.6,8.2,8.9,8.5,5.4,2019-09-20 00:25:00
7363,22,vm-914,9,1,39.7,7.8,0.7,0.9,10.5,1.8,9.4,8.0,8.9,4.4,7.5,1.0,5.0,2.8,2019-09-20 00:26:00
2400,22,vm-914,8,4,36.1,6.2,7.8,5.8,4.9,7.7,1.9,0.7,7.0,5.3,5.5,5.6,3.4,10.3,2019-09-20 00:27:00
7363,22,vm-914,5,0,50.8,4.3,8.7,7.8,5.9,1.0,5.1,7.2,9.3,8.6,6.9,9.0,4.5,7.3,2019-09-20 00:28:00
2400,22,vm-914,12,2,50.5,3.8,6.4,6.6,4.0,6.4,7.4,4.3,0.7,7.8,2.4,3.4,1.7,7.5,2019-09-20 00:29:00
7361,22,vm-914,4,1,43.3,5.0,6.5,1.5,3.6,2.3,6.9,7.2,2.9,10.2,4.2,6.0,9.7,9.9,2019-09-20 00:30:00
7363,22,vm-914,9,2,48.9,1.4,2.8,3.6,4.5,5.6,5.4,2.0,6.7,0.3,3.1,5.7,4.6,2.7,2019-09-20 00:31:00
7361,22,vm-914,17,7,48.4,9.2,2.0,9.3,2.0,10.3,7.2,3.5,6.0,4.4,3.3,3.0,10.6,6.4,2019-09-20 00:32:00
2400,22,vm-914,15,0,44.1,8.1,8.9,4.8,1.4,2.8,3.4,8.5,3.2,10.1,3.6,6.0,6.8,2.5,2019-09-20 00:33:00
2400,22,vm-914,13,5,47.9,2.8,4.2,7.6,0.7,2.6,1.3,4.3,0.6,2.1,0.9,1.9,1.0,5.9,2019-09-20 00:34:00
7361,22,vm-914,4,6,59.4,9.5,7.7,2.2,10.7,3.2,2.7,7.7,9.3,6.7,4.4,2.2,5.4,4.4,2019-09-20 00:35:00
7361,22,vm-914,16,0,47.4,7.5,10.7,3.6,6.4,9.0,10.1,5.1,4.3,3.1,6.9,6.1,5.9,9.6,2019-09-20 00:36:00
7361,22,vm-914,14,5,47.5,6.2,5.5,6.8,10.1,6.2,1.4,1.1,4.9,5.9,6.7,9.3,4.7,7.1,2019-09-20 00:37:00
7361,22,vm-914,21,6,42.7,10.6,7.8,4.9,6.7,9.3,2.6,6.2,3.5,3.9,4.0,10.1,8.9,7.0,2019-09-20 00:38:00
7361,22,vm-914,10,1,52.7,3.6,1.0,2.6,0.1,9.5,0.2,3.0,10.3,3.2,6.3,6.9,9.9,7.0,2019-09-20 00:39:00
2400,22,vm-914,13,5,38.5,1.2,2.8,7.9,7.0,9.5,5.2,1.8,2.1,0.3,2.2,5.3,3.3,5.3,2019-09-20 00:40:00
7363,22,vm-914,3,2,38.5,2.1,6.9,6.6,6.1,7.9,8.9,9.4,6.9,9.8,2.2,6.0,0.5,6.5,2019-09-20 00:41:00
7361,22,vm-914,20,5,56.7,2.9,10.0,10.6,8.5,8.2,5.7,10.5,0.4,4.0,10.7,7.0,6.9,9.8,2019-09-20 00:42:00
7361,22,vm-914,21,0,49.7,8.1,6.6,10.9,0.4,3.3,3.9,3.4,3.4,1.6,3.6,3.7,3.1,0.9,2019-09-20 00:43:00
7363,22,vm-914,13,1,39.0,3.5,1.6,0.1,8.1,1.2,0.3,4.4,9.1,0.2,8.5,8.0,0.1,10.4,2019-09-20 00:44:00
7363,22,vm-914,11,0,47.1,8.4,6.9,10.3,7.8,4.2,5.7,9.1,1.5,5.8,0.8,2.7,6.5,9.1,2019-09-20 00:45:00
7363,22,vm-914,6,1,41.0,0.6,2.7,3.8,5.7,9.8,6.4,9.6,3.8,6.4,10.1,1.4,1.9,8.3,2019-09-20 00:46:00
7363,22,vm-914,6,0,50.1,2.8,0.2,10.1,10.8,7.0,7.9,9.7,1.4,7.6,0.2,0.3,3.0,0.0,2019-09-20 00:47:00
2400,22,vm-914,2,4,45.8,9.9,6.8,5.6,8.5,2.0,6.5,2.4,8.6,2.5,3.0,5.8,10.1,3.2,2019-09-20 00:48:00
7361,22,vm-914,6,3,53.5,10.3,6.3,5.3,7.1,7.9,1.4,0.1,6.0,1.9,0.4,6.0,2.2,6.5,2019-09-20 00:49:00
7361,22,vm-914,20,5,53.1,9.5,9.2,1.5,0.8,1.8,4.9,10.1,9.0,6.6,6.7,9.1,3.4,3.5,2019-09-20 00:50:00
2400,22,vm-914,17,5,48.4,3.4,2.4,0.1,1.2,5.5,10.6,1.1,7.2,6.1,9.7,9.5,8.1,5.1,2019-09-20 00:51:00
7363,22,vm-914,10,1,35.9,4.6,3.4,3.6,2.1,8.0,4.7,9.4,0.9,9.3,6.7,10.4,4.9,8.8,2019-09-20 00:52:00
7361,22,vm-914,17,3,55.8,6.3,7.3,4.3,2.2,2.1,9.9,5.3,4.5,2.3,6.2,2.1,8.0,6.9,2019-09-20 00:53:00
7361,22,vm-914,15,4,50.3,3.3,5.9,10.3,5.3,2.0,10.1,2.6,8.4,6.6,0.9,2.6,5.6,6.1,2019-09-20 00:54:00
7363,22,vm-914,6,1,46.5,8.9,7.1,1.2,9.8,4.4,6.5,3.5,4.8,5.3,8.7,4.8,3.0,7.5,2019-09-20 00:55:00
2400,22,vm-914,2,1,45.9,6.4,10.6,1.4,1.6,0.9,1.9,10.6,3.6,1.6,9.3,2.0,9.4,8.4,2019-09-20 00:56:00
7363,22,vm-914,11,1,47.3,4.2,4.1,10.0,7.1,6.0,9.9,7.8,8.2,7.2,6.4,6.6,7.4,10.0,2019-09-20 00:57:00
2400,22,vm-914,13,1,42.7,9.9,1.2,5.7,7.0,1.9,9.4,5.5,8.0,9.9,2.9,10.2,10.3,5.1,2019-09-20 00:58:00
2400,22,vm-914,8,1,47.6,3.3,8.9,10.7,6.8,2.7,3.2,3.8,10.3,3.7,2.9,8.8,8.3,7.8,2019-09-20 00:59:00
2400,22,vm-914,2,1,30.8,7.7,9.3,10.4,7.9,7.4,10.6,4.0,10.2,8.3,4.3,5.8,3.0,3.1,2019-09-20 01:00:00
7361,22,vm-914,0,1,49.9,1.6,5.8,8.6,9.6,7.0,6.7,0.3,2.2,9.4,6.4,2.6,0.5,9.1,2019-09-20 01:01:00
7363,22,vm-914,7,2,35.9,5.3,5.1,5.2,4.4,6.0,0.8,8.5,1.9,5.0,2.4,4.4,8.0,10.7,2019-09-20 01:02:00
2400,22,vm-914,7,0,48.5,3.2,4.0,8.2,7.5,6.6,2.6,0.3,10.0,6.1,10.6,7.9,5.1,9.6,2019-09-20 01:03:00
7363,22,vm-914,8,3,49.4,1.4,8.1,7.5,2.4,8.0,3.6,2.7,4.6,8.9,2.3,9.9,1.0,6.6,2019-09-20 01:04:00
7363,22,vm-914,11,2,37.5,7.9,3.0,9.3,10.4,10.8,2.1,1.9,0.0,7.6,9.5,10.4,0.7,8.1,2019-09-20 01:05:00
2400,22,vm-914,6,0,50.2,9.7,7.4,5.1,7.2,6.4,9.0,0.4,7.2,8.2,5.1,10.4,2.2,3.9,2019-09-20 01:06:00
7363,22,vm-914,11,2,43.1,9.2,2.0,0.0,1.2,8.9,7.5,8.8,1.7,3.8,9.3,10.2,0.7,10.7,2019-09-20 01:07:00
7361,22,vm-914,15,2,57.7,5.5,9.1,10.3,7.1,7.4,7.4,1.9,5.6,0.5,3.6,9.3,8.2,10.7,2019-09-20 01:08:00
7363,22,vm-914,3,2,39.4,10.4,9.9,7.5,5.8,9.4,8.3,4.1,7.0,4.3,9.6,0.3,4.3,1.0,2019-09-20 01:09:00
2400,22,vm-914,14,2,48.2,2.8,1.2,2.9,3.9,0.4,10.6,4.1,2.4,5.2,2.4,5.9,10.6,2.3,2019-09-20 01:10:00
2400,22,vm-914,1,0,40.7,6.5,1.1,5.6,9.9,9.6,6.3,3.4,9.0,10.0,5.3,8.8,7.3,3.9,2019-09-20 01:11:00
7363,22,vm-914,2,0,42.1,0.7,1.8,6.9,5.8,1.5,7.7,6.8,0.4,0.3,3.0,5.0,5.1,7.5,2019-09-20 01:12:00
7361,22,vm-914,24,0,46.1,8.8,0.9,4.3,6.2,3.3,1.0,8.0,4.6,7.0,8.9,3.4,8.5,10.8,2019-09-20 01:13:00
2400,22,vm-914,13,3,35.4,7.2,8.1,10.1,5.0,7.5,10.2,10.8,7.9,5.5,2.1,3.2,8.8,2.9,2019-09-20 01:14:00
7363,22,vm-914,7,3,35.8,9.1,1.0,2.3,3.9,3.9,9.7,7.7,5.0,9.1,7.2,3.4,8.8,0.4,2019-09-20 01:15:00
7363,22,vm-914,6,2,50.0,3.8,8.3,6.5,6.5,2.6,2.1,8.0,5.6,9.9,5.0,2.9,10.4,2.7,2019-09-20 01:16:00
7361,22,vm-914,21,4,42.6,7.4,9.7,10.6,2.8,5.8,3.4,7.1,6.1,7.6,9.6,5.5,7.2,7.2,2019-09-20 01:17:00
7363,22,vm-914,14,1,45.5,3.8,10.6,6.3,5.3,3.9,10.8,10.0,5.9,4.9,7.3,6.1,1.6,8.6,2019-09-20 01:18:00
2400,22,vm-914,15,2,34.7,9.8,4.9,6.8,2.9,8.0,0.5,2.3,8.4,7.1,4.1,4.4,5.4,4.6,2019-09-20 01:19:00
7363,22,vm-914,14,2,36.1,7.3,8.2,8.3,6.2,8.8,2.1,1.7,0.8,3.6,10.6,1.2,5.4,10.8,2019-09-20 01:20:00
7361,22,vm-914,16,3,55.5,0.8,6.0,9.6,5.3,6.1,9.1,6.2,10.0,1.7,2.3,10.3,8.6,8.8,2019-09-20 01:21:00
2400,22,vm-914,3,2,49.6,7.5,10.7,9.9,6.6,5.5,9.5,6.0,2.0,1.5,7.9,9.9,9.9,5.8,2019-09-20 01:22:00
2400,22,vm-914,9,0,50.3,7.7,10.1,6.9,3.2,4.4,1.3,1.7,3.8,4.9,4.5,10.9,8.3,7.8,2019-09-20 01:23:00
2400,22,vm-914,0,0,34.3,8.1,2.9,1.9,4.2,2.6,3.0,1.4,3.9,5.2,3.8,7.7,0.1,8.9,2019-09-20 01:24:00
7361,22,vm-914,5,2,57.8,9.7,2.3,6.9,9.9,4.7,8.3,10.4,2.7,8.4,3.3,6.7,3.7,4.9,2019-09-20 01:25:00
7363,22,vm-914,6,3,50.3,9.8,6.6,2.4,1.9,1.6,3.9,8.2,2.3,5.1,9.7,0.0,9.3,8.2,2019-09-20 01:26:00
7361,22,vm-914,15,4,45.5,7.8,2.2,6.8,7.9,4.0,3.8,8.3,9.7,8.6,4.1,2.4,6.9,3.9,2019-09-20 01:27:00
7361,22,vm-914,24,6,50.2,0.1,5.2,3.4,2.4,1.6,3.3,7.0,7.5,2.6,6.2,5.3,8.3,9.7,2019-09-20 01:28:00
7363,22,vm-914,13,0,39.3,10.5,4.2,3.5,9.9,10.0,0.4,2.3,1.5,6.2,2.2,5.7,2.1,5.7,2019-09-20 01:29:00
7363,22,vm-914,9,2,50.0,7.5,3.1,1.1,5.6,3.0,9.6,2.2,2.0,6.0,3.9,1.7,0.3,4.6,2019-09-20 01:30:00
7361,22,vm-914,9,5,60.6,4.8,5.1,8.8,8.9,5.8,0.7,3.9,3.8,0.0,10.8,3.0,1.9,3.9,2019-09-20 01:31:00
2400,22,vm-914,6,2,40.7,10.3,9.4,9.3,1.2,0.4,7.3,6.7,5.2,10.9,5.7,7.5,10.2,2.7,2019-09-20 01:32:00
7361,22,vm-914,12,4,44.3,8.6,0.6,5.4,3.9,9.4,2.3,7.0,5.3,8.5,7.6,7.2,7.9,10.1,2019-09-20 01:33:00
2400,22,vm-914,16,5,43.8,6.4,10.9,1.8,0.4,5.8,1.8,3.2,2.8,2.6,9.3,6.6,4.7,6.2,2019-09-20 01:34:00
2400,22,vm-914,8,2,39.2,1.1,3.0,3.4,10.4,2.5,1.3,0.1,5.9,8.8,2.6,1.9,3.9,9.8,2019-09-20 01:35:00
2400,22,vm-914,1,0,40.5,8.3,5.8,10.3,1.9,5.5,4.8,7.9,9.5,0.5,2.8,7.9,6.0,0.0,2019-09-20 01:36:00
2400,22,vm-914,18,3,45.9,9.8,2.3,9.7,4.2,0.2,7.6,7.0,4.7,7.1,10.2,8.5,9.6,7.3,2019-09-20 01:37:00
2400,22,vm-914,3,5,34.7,7.5,0.1,5.2,8.7,4.6,9.2,9.5,5.0,8.8,4.6,10.0,4.7,10.1,2019-09-20 01:38:00
7361,22,vm-914,14,6,54.7,4.1,9.4,7.0,2.1,7.2,7.0,10.1,5.1,9.4,8.0,0.7,4.7,3.1,2019-09-20 01:39:00
7363,22,vm-914,8,1,38.6,0.1,8.4,2.3,1.9,4.5,9.3,1.9,2.2,3.9,6.6,6.2,6.6,4.2,2019-09-20 01:40:00
2400,22,vm-914,4,4,33.0,4.5,2.1,5.0,1.0,10.3,8.3,9.5,8.5,0.1,3.3,4.2,6.0,0.2,2019-09-20 01:41:00
2400,22,vm-914,1,4,32.7,1.9,9.2,10.7,1.3,5.0,2.5,2.5,0.6,0.6,1.3,8.9,10.2,9.3,2019-09-20 01:42:00
7361,22,vm-914,13,5,41.1,6.5,2.2,5.2,3.2,6.7,5.3,7.4,10.9,1.0,0.4,10.0,8.7,5.9,2019-09-20 01:43:00
7361,22,vm-914,9,7,47.3,3.3,7.0,5.0,5.6,6.5,5.5,0.5,1.0,4.9,2.5,2.1,6.1,7.0,2019-09-20 01:44:00
7361,22,vm-914,24,0,57.1,8.7,7.0,1.5,0.7,1.5,9.3,1.8,3.6,7.5,0.9,2.3,3.9,3.3,2019-09-20 01:45:00
7361,22,vm-914,4,6,42.5,7.3,7.1,10.3,1.3,5.1,5.7,7.3,3.5,8.4,1.8,7.3,10.4,10.4,2019-09-20 01:46:00
2400,22,vm-914,11,4,41.5,10.3,2.6,5.9,8.8,4.5,10.8,7.3,3.8,6.2,5.6,2.6,1.3,9.1,2019-09-20 01:47:00
7363,22,vm-914,2,3,45.3,6.5,4.9,8.4,8.9,4.1,2.8,10.1,2.1,2.0,10.8,9.4,5.6,1.9,2019-09-20 01:48:00
7361,22,vm-914,16,7,40.3,2.3,8.5,8.6,9.6,2.6,6.3,6.6,4.7,0.1,9.1,1.2,8.2,1.2,2019-09-20 01:49:00
2400,22,vm-914,8,1,42.3,7.9,8.1,8.9,8.2,7.2,4.8,5.0,6.8,6.6,7.4,1.8,6.0,5.0,2019-09-20 01:50:00
2400,22,vm-914,17,5,50.4,7.6,5.9,5.0,7.3,10.7,8.3,5.0,10.5,2.4,3.9,7.1,3.4,3.7,2019-09-20 01:51:00
7361,22,vm-914,17,5,55.2,2.2,7.9,2.0,1.4,5.4,7.8,7.7,10.4,2.2,0.0,8.8,1.5,9.6,2019-09-20 01:52:00
2400,22,vm-914,3,4,31.5,0.3,3.3,2.8,0.8,7.3,10.3,3.7,3.6,8.0,3.7,9.2,7.1,10.7,2019-09-20 01:53:00
7361,22,vm-914,0,3,49.8,10.8,1.9,8.5,3.9,9.6,4.1,7.8,5.7,5.8,5.6,6.3,5.2,6.1,2019-09-20 01:54:00
7361,22,vm-914,24,2,56.3,1.2,7.3,7.2,4.5,4.6,7.8,3.7,6.4,6.9,8.8,7.9,2.5,9.0,2019-09-20 01:55:00
2400,22,vm-914,6,1,32.0,6.7,2.6,9.5,7.1,10.2,2.1,4.7,6.9,5.2,5.5,10.8,7.5,1.1,2019-09-20 01:56:00
7361,22,vm-914,13,4,45.0,3.0,2.3,0.8,0.3,0.8,8.2,1.8,4.5,9.2,8.4,6.7,3.1,10.3,2019-09-20 01:57:00
7363,22,vm-914,7,0,35.0,5.6,7.2,10.6,4.2,0.8,5.4,6.5,0.7,2.8,6.4,9.1,9.5,5.1,2019-09-20 01:58:00
7363,22,vm-914,11,1,50.2,2.1,6.7,9.0,7.0,3.6,4.9,2.5,10.2,6.6,9.1,0.7,1.9,8.5,2019-09-20 01:59:00
2400,22,vm-914,15,4,31.6,7.3,9.6,9.0,3.2,9.0,6.9,0.7,1.1,3.1,2.3,7.5,1.0,8.9,2019-09-20 02:00:00
2400,22,vm-914,6,0,30.6,4.2,10.7,6.2,5.0,0.3,9.8,5.2,8.6,2.3,9.5,3.8,7.0,8.4,2019-09-20 02:01:00
7363,22,vm-914,8,3,42.4,8.9,5.7,2.7,4.8,0.1,5.8,4.1,9.8,7.0,0.9,8.9,9.1,7.8,2019-09-20 02:02:00
2400,22,vm-914,7,2,32.9,10.8,8.6,8.0,9.2,8.8,1.1,3.8,1.0,3.4,1.3,9.2,7.3,6.7,2019-09-20 02:03:00
2400,22,vm-914,11,5,32.3,7.1,3.6,3.6,7.2,2.5,7.5,6.4,9.6,10.8,0.6,10.5,10.0,9.3,2019-09-20 02:04:00
2400,22,vm-914,13,1,49.6,6.7,8.7,0.2,9.8,1.7,2.1,8.7,6.3,2.4,1.8,2.8,8.9,5.8,2019-09-20 02:05:00
7361,22,vm-914,0,7,56.6,7.6,4.3,1.8,4.1,6.1,3.9,1.1,7.8,10.7,1.4,1.9,3.1,3.7,2019-09-20 02:06:00
7363,22,vm-914,5,0,48.2,7.9,10.2,0.1,6.2,4.7,0.6,6.4,7.8,8.9,4.2,7.9,7.0,7.9,2019-09-20 02:07:00
7361,22,vm-914,19,5,42.7,5.9,0.1,3.3,4.1,4.0,9.9,8.2,7.4,0.8,1.8,3.5,4.2,0.2,2019-09-20 02:08:00
7361,22,vm-914,7,0,42.1,9.4,6.0,6.9,10.6,5.9,0.3,10.8,7.9,3.4,1.2,4.6,7.9,5.2,2019-09-20 02:09:00
2400,22,vm-914,18,5,40.4,10.8,0.0,3.3,0.2,2.6,10.0,9.2,10.6,8.0,6.3,6.4,2.1,0.4,2019-09-20 02:10:00
7361,22,vm-914,7,6,57.9,10.3,2.2,7.9,3.9,7.9,1.8,2.1,6.8,10.1,1.8,2.3,3.6,0.0,2019-09-20 02:11:00
7361,22,vm-914,21,5,56.2,9.0,8.5,1.0,1.5,4.3,6.8,4.0,1.2,7.9,0.8,1.6,9.9,1.8,2019-09-20 02:12:00
7361,22,vm-914,0,6,43.9,7.5,1.0,6.4,6.9,0.9,8.9,4.3,3.1,5.8,4.4,2.7,5.2,7.1,2019-09-20 02:13:00
7363,22,vm-914,11,3,42.9,4.9,2.8,2.1,4.1,10.3,2.5,7.0,7.2,4.6,10.2,7.2,5.9,2.1,2019-09-20 02:14:00
7361,22,vm-914,7,6,51.0,10.5,0.4,4.0,0.7,4.2,8.8,0.9,4.9,4.1,5.4,9.6,10.8,0.3,2019-09-20 02:15:00
7363,22,vm-914,5,2,36.8,1.2,8.5,9.7,6.9,3.5,4.5,1.6,4.0,4.5,2.1,5.5,2.3,0.4,2019-09-20 02:16:00
7363,22,vm-914,13,2,46.1,7.5,6.9,0.6,8.6,8.4,6.7,2.4,7.1,0.5,5.8,2.0,2.1,1.7,2019-09-20 02:17:00
7361,22,vm-914,5,1,60.4,8.0,0.5,8.5,7.7,1.1,2.0,5.7,2.4,8.1,1.5,5.8,8.2,3.1,2019-09-20 02:18:00
7361,22,vm-914,2,6,55.1,3.2,10.7,4.2,6.0,7.7,10.0,2.0,7.1,3.0,3.5,0.2,0.5,4.9,2019-09-20 02:19:00
7363,22,vm-914,14,2,47.0,9.1,7.5,3.9,0.2,6.1,10.3,1.8,3.0,3.8,1.3,9.2,3.7,4.8,2019-09-20 02:20:00
7361,22,vm-914,9,7,55.0,10.9,7.9,10.3,2.7,1.0,2.0,8.2,3.7,0.0,5.5,8.5,5.9,3.3,2019-09-20 02:21:00
7361,22,vm-914,4,0,43.2,1.1,10.5,0.2,2.8,10.5,9.5,4.2,3.3,4.5,9.6,2.2,3.1,1.1,2019-09-20 02:22:00
2400,22,vm-914,1,4,37.0,4.3,5.3,10.8,3.1,5.6,1.7,10.1,10.4,0.2,1.4,8.3,3.1,3.1,2019-09-20 02:23:00
2400,22,vm-914,11,4,33.1,8.1,8.1,9.3,10.5,5.5,10.4,3.5,5.3,8.2,8.4,10.4,1.8,1.1,2019-09-20 02:24:00
2400,22,vm-914,15,4,38.7,8.5,9.7,7.1,4.5,7.6,0.4,9.9,9.3,10.7,2.6,1.2,9.5,1.4,2019-09-20 02:25:00
2400,22,vm-914,16,4,31.5,9.9,7.4,9.8,7.2,1.0,8.6,2.8,3.3,0.5,4.1,4.3,1.1,10.4,2019-09-20 02:26:00
7363,22,vm-914,13,3,44.5,3.0,2.2,0.7,5.2,0.1,4.5,7.8,10.5,1.7,1.0,5.2,5.3,7.6,2019-09-20 02:27:00
7361,22,vm-914,18,3,51.4,3.1,2.9,5.1,10.1,6.2,1.4,2.7,2.9,4.2,5.6,2.2,6.0,5.2,2019-09-20 02:28:00
2400,22,vm-914,7,3,48.8,1.1,6.4,2.9,9.7,3.5,0.8,3.5,10.4,0.8,1.0,10.9,1.6,2.3,2019-09-20 02:29:00
7361,22,vm-914,23,4,60.3,10.1,9.8,7.7,2.1,10.6,1.4,8.0,3.0,7.7,2.2,6.6,10.8,0.8,2019-09-20 02:30:00
7361,22,vm-914,2,6,58.9,8.4,6.8,7.6,10.2,2.9,10.4,7.8,5.3,5.6,1.0,5.0,0.3,5.7,2019-09-20 02:31:00
7361,22,vm-914,0,1,55.1,1.7,3.8,0.3,1.0,1.5,1.4,9.3,0.2,1.2,10.2,5.0,0.8,4.9,2019-09-20 02:32:00
2400,22,vm-914,9,1,38.3,0.0,2.4,3.4,6.1,10.9,9.8,9.5,7.6,9.8,8.5,10.6,8.7,6.9,2019-09-20 02:33:00
7361,22,vm-914,2,1,41.1,7.3,10.2,0.3,1.8,1.8,9.2,4.8,0.8,0.4,1.9,6.0,8.9,9.2,2019-09-20 02:34:00
2400,22,vm-914,7,1,34.4,4.0,8.4,8.6,4.9,2.4,2.0,6.3,6.2,5.0,5.5,4.0,3.7,2.3,2019-09-20 02:35:00
7361,22,vm-914,4,0,45.8,6.3,4.9,1.5,2.5,3.8,6.3,2.0,0.7,4.9,2.6,5.1,5.9,10.6,2019-09-20 02:36:00
2400,22,vm-914,18,0,37.7,4.1,0.6,0.8,9.7,7.5,9.5,4.8,6.2,7.3,8.4,8.1,8.0,6.1,2019-09-20 02:37:00
7363,22,vm-914,0,3,41.8,9.7,9.7,3.3,6.6,1.8,7.1,2.4,6.9,2.4,5.8,10.1,1.8,10.7,2019-09-20 02:38:00
7361,22,vm-914,20,3,50.6,8.7,4.1,4.7,5.2,5.5,5.0,10.8,8.7,0.8,10.0,10.8,3.7,8.4,2019-09-20 02:39:00
7363,22,vm-914,9,2,43.1,8.0,5.5,1.7,1.2,3.5,1.9,9.8,7.9,5.9,1.4,6.2,4.5,6.3,2019-09-20 02:40:00
7361,22,vm-914,5,0,52.3,2.9,4.5,1.7,2.7,3.2,10.2,5.3,5.2,7.9,4.7,4.8,5.6,10.0,2019-09-20 02:41:00
7363,22,vm-914,5,1,44.5,7.7,7.3,10.2,5.3,9.9,3.1,3.6,5.7,7.0,6.2,7.6,4.0,7.0,2019-09-20 02:42:00
7363,22,vm-914,10,1,46.2,2.7,8.3,8.5,2.2,2.3,4.5,9.3,7.8,1.9,0.0,8.8,10.3,5.5,2019-09-20 02:43:00
7363,22,vm-914,8,1,44.1,9.9,8.3,9.6,3.3,7.4,9.7,2.7,8.8,9.5,6.4,5.5,4.3,8.0,2019-09-20 02:44:00
7363,22,vm-914,14,2,47.4,3.2,6.8,4.5,10.8,3.6,9.1,7.4,5.5,7.8,1.9,1.5,7.1,10.9,2019-09-20 02:45:00
7363,22,vm-914,11,0,37.1,8.1,0.5,7.1,10.4,5.5,5.7,4.6,2.9,10.0,9.5,6.4,0.3,4.9,2019-09-20 02:46:00
2400,22,vm-914,0,4,48.3,3.1,10.0,10.0,5.0,4.5,9.2,4.4,7.7,7.4,7.1,9.6,2.7,7.3,2019-09-20 02:47:00
